Video ID,Code,English title,Vietnamese title,Turn,Speaker,English,Vietnamese,EN words,Line key,Image file,,English display,Vietnamese display,English voice,Vietnamese voice,Reflex role,Speaker sex,Language flow,Voice mapping,On-screen labels,Render order,Reflex rule
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,1,Mia,"Hello, Ben; Today’s lesson is “Meet Win, Khang and Bảo”.","Chào Ben; Bài học hôm nay là “Làm quen Win, Khang và Bảo”.",11,DGE0001_L01,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Hello, Ben; Today’s lesson is “Meet Win, Khang and Bảo”.","TIẾNG VIỆT: Chào Ben; Bài học hôm nay là “Làm quen Win, Khang và Bảo”.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,2,Ben,"Hello, Mia; I am ready for “Meet Win, Khang and Bảo”.","Chào Mia; Mình đã sẵn sàng học “Làm quen Win, Khang và Bảo”.",12,DGE0001_L02,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Hello, Mia; I am ready for “Meet Win, Khang and Bảo”.","TIẾNG VIỆT: Chào Mia; Mình đã sẵn sàng học “Làm quen Win, Khang và Bảo”.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,3,Mia,"Listen first; Our key language is Win, Khang and Bảo.","Hãy nghe trước; Nội dung chính là Win, Khang và Bảo.",11,DGE0001_L03,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Listen first; Our key language is Win, Khang and Bảo.","TIẾNG VIỆT: Hãy nghe trước; Nội dung chính là Win, Khang và Bảo.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,4,Ben,"I am listening carefully to Win, Khang and Bảo.","Mình đang nghe kỹ Win, Khang và Bảo.",10,DGE0001_L04,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: I am listening carefully to Win, Khang and Bảo.","TIẾNG VIỆT: Mình đang nghe kỹ Win, Khang và Bảo.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,5,Mia,"Please hear Win, Khang and Bảo one more time.","Hãy nghe Win, Khang và Bảo thêm một lần nữa.",10,DGE0001_L05,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Please hear Win, Khang and Bảo one more time.","TIẾNG VIỆT: Hãy nghe Win, Khang và Bảo thêm một lần nữa.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,6,Ben,I can hear the key language clearly.,Mình có thể nghe rõ nội dung chính.,7,DGE0001_L06,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,TIẾNG ANH: I can hear the key language clearly.,TIẾNG VIỆT: Mình có thể nghe rõ nội dung chính.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,7,Mia,"Now say Win, Khang and Bảo slowly with me.","Bây giờ hãy nói chậm Win, Khang và Bảo cùng mình.",10,DGE0001_L07,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Now say Win, Khang and Bảo slowly with me.","TIẾNG VIỆT: Bây giờ hãy nói chậm Win, Khang và Bảo cùng mình.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,8,Ben,"I will say Win, Khang and Bảo slowly and clearly.","Mình sẽ nói Win, Khang và Bảo chậm và rõ.",11,DGE0001_L08,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: I will say Win, Khang and Bảo slowly and clearly.","TIẾNG VIỆT: Mình sẽ nói Win, Khang và Bảo chậm và rõ.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,9,Mia,"Good; Keep every sound in Win, Khang and Bảo clear.","Tốt; Hãy phát âm rõ từng âm trong Win, Khang và Bảo.",11,DGE0001_L09,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Good; Keep every sound in Win, Khang and Bảo clear.","TIẾNG VIỆT: Tốt; Hãy phát âm rõ từng âm trong Win, Khang và Bảo.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,10,Ben,"I will not hurry through Win, Khang and Bảo.","Mình sẽ không nói vội khi luyện Win, Khang và Bảo.",10,DGE0001_L10,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: I will not hurry through Win, Khang and Bảo.","TIẾNG VIỆT: Mình sẽ không nói vội khi luyện Win, Khang và Bảo.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,11,Mia,"Say Win, Khang and Bảo again at normal speed.","Hãy nói lại Win, Khang và Bảo với tốc độ bình thường.",10,DGE0001_L11,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Say Win, Khang and Bảo again at normal speed.","TIẾNG VIỆT: Hãy nói lại Win, Khang và Bảo với tốc độ bình thường.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,12,Ben,"I can say Win, Khang and Bảo at normal speed.","Mình có thể nói Win, Khang và Bảo với tốc độ bình thường.",11,DGE0001_L12,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: I can say Win, Khang and Bảo at normal speed.","TIẾNG VIỆT: Mình có thể nói Win, Khang và Bảo với tốc độ bình thường.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,13,Mia,"Look away and remember Win, Khang and Bảo.","Hãy nhìn chỗ khác và nhớ lại Win, Khang và Bảo.",9,DGE0001_L13,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Look away and remember Win, Khang and Bảo.","TIẾNG VIỆT: Hãy nhìn chỗ khác và nhớ lại Win, Khang và Bảo.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,14,Ben,"I remember Win, Khang and Bảo without reading it.","Mình nhớ Win, Khang và Bảo mà không cần nhìn chữ.",10,DGE0001_L14,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: I remember Win, Khang and Bảo without reading it.","TIẾNG VIỆT: Mình nhớ Win, Khang và Bảo mà không cần nhìn chữ.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,15,Mia,"Start Win, Khang and Bảo with a calm voice.","Hãy bắt đầu Win, Khang và Bảo bằng giọng bình tĩnh.",10,DGE0001_L15,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Start Win, Khang and Bảo with a calm voice.","TIẾNG VIỆT: Hãy bắt đầu Win, Khang và Bảo bằng giọng bình tĩnh.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,16,Ben,"My voice stays calm during Win, Khang and Bảo.","Giọng mình vẫn bình tĩnh khi nói Win, Khang và Bảo.",10,DGE0001_L16,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: My voice stays calm during Win, Khang and Bảo.","TIẾNG VIỆT: Giọng mình vẫn bình tĩnh khi nói Win, Khang và Bảo.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,17,Mia,"Finish Win, Khang and Bảo without dropping the last sound.","Hãy nói trọn Win, Khang và Bảo và không bỏ âm cuối.",11,DGE0001_L17,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Finish Win, Khang and Bảo without dropping the last sound.","TIẾNG VIỆT: Hãy nói trọn Win, Khang và Bảo và không bỏ âm cuối.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,18,Ben,"I will finish every part of Win, Khang and Bảo.","Mình sẽ nói đầy đủ từng phần của Win, Khang và Bảo.",11,DGE0001_L18,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: I will finish every part of Win, Khang and Bảo.","TIẾNG VIỆT: Mình sẽ nói đầy đủ từng phần của Win, Khang và Bảo.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,75,Mia,"You have now finished “Meet Win, Khang and Bảo” successfully.","Bạn đã hoàn thành tốt bài “Làm quen Win, Khang và Bảo”.",11,DGE0001_L75,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: You have now finished “Meet Win, Khang and Bảo” successfully.","TIẾNG VIỆT: Bạn đã hoàn thành tốt bài “Làm quen Win, Khang và Bảo”.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
1,DGE0001,Introducing Yourself and Your Colleagues,Giới thiệu bản thân và đồng nghiệp,76,Ben,"I am proud to finish “Meet Win, Khang and Bảo” today.","Mình rất vui vì hoàn thành bài “Làm quen Win, Khang và Bảo” hôm nay.",12,DGE0001_L76,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: I am proud to finish “Meet Win, Khang and Bảo” today.","TIẾNG VIỆT: Mình rất vui vì hoàn thành bài “Làm quen Win, Khang và Bảo” hôm nay.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
2,DGE0002,Meeting New Classmates,Làm quen với các bạn học mới,1,Mia,"Hello, Ben; Today’s lesson is “Meet Mộc Linh, Minh and An”.","Chào Ben; Bài học hôm nay là “Làm quen Mộc Linh, Minh và An”.",12,DGE0002_L01,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Hello, Ben; Today’s lesson is “Meet Mộc Linh, Minh and An”.","TIẾNG VIỆT: Chào Ben; Bài học hôm nay là “Làm quen Mộc Linh, Minh và An”.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
2,DGE0002,Meeting New Classmates,Làm quen với các bạn học mới,2,Ben,"Hello, Mia; I am ready for “Meet Mộc Linh, Minh and An”.","Chào Mia; Mình đã sẵn sàng học “Làm quen Mộc Linh, Minh và An”.",13,DGE0002_L02,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Hello, Mia; I am ready for “Meet Mộc Linh, Minh and An”.","TIẾNG VIỆT: Chào Mia; Mình đã sẵn sàng học “Làm quen Mộc Linh, Minh và An”.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
2,DGE0002,Meeting New Classmates,Làm quen với các bạn học mới,3,Mia,"Listen first; Our key language is Mộc Linh, Minh and An.","Hãy nghe trước; Nội dung chính là Mộc Linh, Minh và An.",12,DGE0002_L03,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Listen first; Our key language is Mộc Linh, Minh and An.","TIẾNG VIỆT: Hãy nghe trước; Nội dung chính là Mộc Linh, Minh và An.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
2,DGE0002,Meeting New Classmates,Làm quen với các bạn học mới,4,Ben,"I am listening carefully to Mộc Linh, Minh and An.","Mình đang nghe kỹ Mộc Linh, Minh và An.",11,DGE0002_L04,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: I am listening carefully to Mộc Linh, Minh and An.","TIẾNG VIỆT: Mình đang nghe kỹ Mộc Linh, Minh và An.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
2,DGE0002,Meeting New Classmates,Làm quen với các bạn học mới,5,Mia,"Please hear Mộc Linh, Minh and An one more time.","Hãy nghe Mộc Linh, Minh và An thêm một lần nữa.",11,DGE0002_L05,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Please hear Mộc Linh, Minh and An one more time.","TIẾNG VIỆT: Hãy nghe Mộc Linh, Minh và An thêm một lần nữa.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
2,DGE0002,Meeting New Classmates,Làm quen với các bạn học mới,6,Ben,"For Mộc Linh, Minh and An, i can hear the key language clearly.","Với Mộc Linh, Minh và An, mình có thể nghe rõ nội dung chính.",14,DGE0002_L06,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: For Mộc Linh, Minh and An, i can hear the key language clearly.","TIẾNG VIỆT: Với Mộc Linh, Minh và An, mình có thể nghe rõ nội dung chính.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
2,DGE0002,Meeting New Classmates,Làm quen với các bạn học mới,7,Mia,"Now say Mộc Linh, Minh and An slowly with me.","Bây giờ hãy nói chậm Mộc Linh, Minh và An cùng mình.",11,DGE0002_L07,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Now say Mộc Linh, Minh and An slowly with me.","TIẾNG VIỆT: Bây giờ hãy nói chậm Mộc Linh, Minh và An cùng mình.",en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
2,DGE0002,Meeting New Classmates,Làm quen với các bạn học mới,8,Ben,"I will say Mộc Linh, Minh and An slowly and clearly.","Mình sẽ nói Mộc Linh, Minh và An chậm và rõ.",12,DGE0002_L08,DGE_MODULE_M01_PORTRAIT_9X16.jpg,,"TIẾNG ANH: I will say Mộc Linh, Minh and An slowly and clearly.","TIẾNG VIỆT: Mình sẽ nói Mộc Linh, Minh và An chậm và rõ.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
